variancia,assimetria,curtose
3.875992536183948,7.7182070786015915,112.90616421215168
3.875992536184058,7.7182070786015915,112.90616421215165
3.875992536183934,7.7182070786015915,112.90616421215168
3.87599253618421,7.718207078601592,112.90616421215168
3.8759925361839387,7.7182070786015915,112.90616421215168
3.8759925361841487,7.7182070786015915,112.90616421215168
3.8759925361839183,7.7182070786015915,112.90616421215171
3.8759925361841048,7.7182070786015915,112.90616421215168
3.875992536184034,7.718207078601591,112.90616421215167
3.875992536184222,7.7182070786015915,112.90616421215165
1.6679124522606068,4.447858417429399,36.30403873227428
1.6679124522604039,4.447858417429399,36.30403873227429
1.6679124522606092,4.447858417429398,36.304038732274286
1.6679124522603455,4.447858417429399,36.304038732274286
1.667912452260634,4.447858417429399,36.304038732274286
1.6679124522602835,4.4478584174294,36.304038732274286
1.6679124522604847,4.447858417429399,36.3040387322743
1.6679124522606426,4.4478584174294,36.304038732274286
1.6679124522605406,4.447858417429398,36.304038732274286
1.667912452260425,4.4478584174294,36.30403873227429
0.38908559606954796,1.8531627700105238,5.744280853221798
0.38908559606955545,1.8531627700105238,5.744280853221798
0.38908559606955123,1.8531627700105238,5.7442808532218
0.389085596069559,1.8531627700105235,5.7442808532218
0.3890855960695534,1.8531627700105238,5.744280853221798
0.3890855960695567,1.8531627700105235,5.7442808532218
0.389085596069547,1.8531627700105235,5.7442808532218
0.38908559606955895,1.8531627700105235,5.744280853221798
0.3890855960695618,1.8531627700105238,5.7442808532218
0.38908559606956056,1.853162770010524,5.7442808532218
85.75589419545054,41.86255130482965,2522.309395917764
85.75589419545123,41.86255130482964,2522.309395917761
85.75589419545213,41.86255130482965,2522.3093959177622
85.75589419545305,41.86255130482964,2522.309395917762
85.75589419545565,41.862551304829665,2522.309395917763
85.7558941954526,41.86255130482965,2522.3093959177627
85.7558941954537,41.86255130482965,2522.3093959177627
85.7558941954501,41.86255130482965,2522.309395917764
85.75589419545145,41.86255130482965,2522.3093959177636
85.75589419545553,41.86255130482967,2522.3093959177645
33.67945836422061,27.847965087776455,1266.8986618820347
33.679458364218824,27.847965087776462,1266.8986618820354
33.67945836421979,27.847965087776455,1266.8986618820347
33.67945836421855,27.84796508777645,1266.8986618820347
33.679458364220615,27.847965087776466,1266.8986618820356
33.67945836421848,27.847965087776455,1266.8986618820343
33.67945836421933,27.847965087776462,1266.8986618820354
33.67945836422035,27.84796508777645,1266.8986618820345
33.67945836421993,27.847965087776462,1266.8986618820345
33.67945836422077,27.847965087776462,1266.8986618820356
8.981877543374075,13.267261566247637,327.55947434879573
8.981877543373622,13.267261566247637,327.5594743487957
8.981877543374345,13.267261566247637,327.5594743487957
8.981877543374049,13.267261566247637,327.5594743487957
8.98187754337372,13.267261566247637,327.5594743487957
8.981877543373885,13.267261566247637,327.5594743487957
8.981877543374361,13.267261566247637,327.5594743487957
8.981877543374042,13.267261566247637,327.5594743487957
8.981877543373951,13.267261566247637,327.5594743487957
8.98187754337367,13.267261566247637,327.5594743487956
